date,year,latitude,longitude,T_mean,T_max,T_min,RH2M,WS2M,Rs,precipitation,ETo_hargreaves
2024-02-03,2024,16.25,75.0,24.94,34.52,16.13,35.83,2.25,20.28,0.0,3.488039000419283
2024-02-04,2024,16.25,75.0,26.72,34.98,19.09,41.87,2.07,19.61,0.0,3.2657482067130505
2024-02-05,2024,16.25,75.0,27.03,35.42,19.35,38.93,1.47,20.3,0.0,3.4234241836175974
2024-02-06,2024,16.25,75.0,27.24,36.12,19.32,33.88,1.4,20.98,0.0,3.6345153355747892
2024-02-07,2024,16.25,75.0,27.22,36.32,19.17,31.86,1.58,20.94,0.0,3.66355089546889
2024-02-08,2024,16.25,75.0,26.62,36.04,18.65,27.14,2.49,21.17,0.0,3.679910043463815
2024-02-09,2024,16.25,75.0,26.4,35.89,17.78,29.75,2.2,21.31,0.0,3.7614296474377493
2024-02-10,2024,16.25,75.0,27.16,36.23,18.86,33.58,1.66,20.75,0.0,3.6486508961053925
2024-02-11,2024,16.25,75.0,27.25,35.83,18.5,31.86,1.56,20.26,0.0,3.56550883399148
2024-02-12,2024,16.25,75.0,27.38,36.07,18.54,29.71,1.5,21.85,0.0,3.8786145744215856
2024-02-13,2024,16.25,75.0,26.71,35.74,17.91,31.37,1.68,22.23,0.0,3.9206739549839202
2024-02-14,2024,16.25,75.0,26.83,34.76,18.17,34.26,1.84,20.28,0.0,3.4594418078372446
2024-02-15,2024,16.25,75.0,27.94,35.83,20.98,33.68,2.76,21.4,0.0,3.539656833019755
2024-02-16,2024,16.25,75.0,26.57,36.11,18.22,25.8,3.09,23.94,0.0,4.216059624851225
2024-02-17,2024,16.25,75.0,25.99,35.87,17.58,25.21,2.63,24.03,0.0,4.223024177530774
2024-02-18,2024,16.25,75.0,25.94,35.56,16.15,21.6,1.15,23.73,0.0,4.291185450953614
2024-02-19,2024,16.25,75.0,26.72,35.86,17.95,32.16,0.86,21.94,0.0,3.879069590690677
2024-02-20,2024,16.25,75.0,26.65,35.9,17.97,29.57,1.87,22.27,0.0,3.9334182297790075
2024-02-21,2024,16.25,75.0,25.89,35.77,16.88,37.16,2.68,24.47,0.0,4.360336357276325
2024-02-22,2024,16.25,75.0,25.76,36.4,16.54,43.86,2.58,24.52,0.0,4.466691499291947
2024-02-23,2024,16.25,75.0,25.0,35.82,16.19,37.17,2.29,24.41,0.0,4.343698744837885
2024-02-24,2024,16.25,75.0,25.52,36.97,14.99,35.63,2.42,24.21,0.0,4.614079579239023
2024-02-25,2024,16.25,75.0,26.31,36.59,16.39,21.81,1.39,23.39,0.0,4.3514195982690875
2024-02-26,2024,16.25,75.0,28.5,36.4,21.3,40.75,2.83,20.96,0.0,3.538740708622383
2024-02-27,2024,16.25,75.0,28.58,36.61,20.78,39.97,2.77,22.08,0.01,3.823475132249414
2024-02-28,2024,16.25,75.0,29.15,36.87,22.28,29.58,2.39,22.09,0.01,3.7174655923787348
2024-02-29,2024,16.25,75.0,29.2,37.13,20.93,30.69,2.62,22.48,0.0,3.9906135349147007
2024-03-01,2024,16.25,75.0,29.94,37.28,22.58,28.88,2.55,22.33,0.0,3.835463058992573
2024-03-02,2024,16.25,75.0,28.83,37.57,21.19,40.27,3.21,22.54,0.0,3.991758649259978
2024-03-03,2024,16.25,75.0,27.18,35.86,19.42,49.01,2.74,23.29,0.0,3.9859132768471657
2024-03-04,2024,16.25,75.0,27.07,36.33,19.0,40.91,2.44,23.41,0.0,4.103408594085807
2024-03-05,2024,16.25,75.0,27.85,37.16,18.71,27.35,1.98,23.59,0.0,4.340651382912204
2024-03-06,2024,16.25,75.0,27.96,37.44,19.94,33.14,2.75,23.4,0.0,4.203479140946819
2024-03-07,2024,16.25,75.0,27.6,37.82,18.14,26.71,2.11,24.9,0.0,4.706041428981999
2024-03-08,2024,16.25,75.0,27.65,37.76,18.22,24.43,2.35,24.89,0.0,4.692551665679701
2024-03-09,2024,16.25,75.0,28.19,37.8,18.3,20.4,1.89,22.62,0.0,4.31083415313418
2024-03-10,2024,16.25,75.0,29.28,38.4,20.06,24.13,1.4,19.77,0.0,3.740509725437687
2024-03-11,2024,16.25,75.0,29.69,37.7,21.17,28.01,1.86,19.78,0.0,3.5838752393123223
2024-03-12,2024,16.25,75.0,31.12,38.39,24.76,29.64,1.76,20.69,0.0,3.5065728511373644
2024-03-13,2024,16.25,75.0,29.9,38.83,23.4,31.57,3.14,22.64,0.0,3.9807578820417064
2024-03-14,2024,16.25,75.0,28.61,38.28,19.39,37.28,2.35,24.58,0.0,4.652618305220179
2024-03-15,2024,16.25,75.0,28.7,38.32,19.23,31.22,2.3,24.32,0.0,4.6366838718285415
2024-03-16,2024,16.25,75.0,29.01,38.91,19.94,31.53,2.43,24.0,0.0,4.5916792966946005
2024-03-17,2024,16.25,75.0,29.64,38.54,20.36,29.33,2.01,22.78,0.0,4.323976636112639
2024-03-18,2024,16.25,75.0,29.32,37.8,21.65,29.72,2.99,23.29,0.0,4.138557873625646
2024-03-19,2024,16.25,75.0,29.15,37.87,21.31,29.18,2.58,24.54,0.0,4.399753245531352
2024-03-20,2024,16.25,75.0,28.9,38.07,20.17,21.6,2.94,24.74,0.0,4.587024824097001
2024-03-21,2024,16.25,75.0,29.84,37.38,22.95,34.5,2.77,21.55,0.0,3.659655388397427
2024-03-22,2024,16.25,75.0,30.85,38.01,23.38,37.74,1.29,21.62,0.08,3.7752759060821184
2024-03-23,2024,16.25,75.0,30.53,38.92,21.76,29.73,1.91,22.06,0.09,4.144469463593177
2024-03-24,2024,16.25,75.0,31.06,39.54,22.93,25.74,1.97,22.64,0.0,4.2306071640248115
2024-03-25,2024,16.25,75.0,32.13,40.19,24.05,28.0,1.56,23.04,0.0,4.336943906831563
2024-03-26,2024,16.25,75.0,31.96,39.52,25.32,31.84,1.91,21.97,0.01,3.8658286461307414
2024-03-27,2024,16.25,75.0,32.61,40.74,24.4,31.1,1.63,22.75,0.01,4.350229044325768
2024-03-28,2024,16.25,75.0,32.33,40.24,24.55,26.69,1.47,22.71,0.0,4.231694526578282
2024-03-29,2024,16.25,75.0,32.52,41.17,24.05,38.14,2.17,22.34,0.04,4.364793284926569
2024-03-30,2024,16.25,75.0,32.49,40.84,24.0,40.91,1.9,23.25,0.02,4.502602783934056
2024-03-31,2024,16.25,75.0,32.77,41.14,24.8,33.34,1.71,24.03,0.0,4.609573557488326
2024-04-01,2024,16.25,75.0,32.13,40.87,23.39,33.06,1.47,24.37,0.0,4.773927381909612
2024-04-02,2024,16.25,75.0,32.07,40.68,23.59,32.55,1.84,23.63,0.0,4.571535749604621
2024-04-03,2024,16.25,75.0,32.18,40.71,22.94,30.13,1.75,22.93,0.0,4.53348329241005
2024-04-04,2024,16.25,75.0,33.37,41.47,25.65,25.66,2.7,23.72,0.0,4.530241355752784
2024-04-05,2024,16.25,75.0,34.01,41.83,26.66,21.73,2.63,24.32,0.0,4.605300275464861
2024-04-06,2024,16.25,75.0,34.15,41.98,26.59,23.02,2.13,22.68,0.0,4.337464278371742
2024-04-07,2024,16.25,75.0,32.88,41.5,25.49,25.66,2.81,23.96,0.0,4.559393597046821
2024-04-08,2024,16.25,75.0,31.9,40.69,24.57,22.07,2.17,25.2,0.0,4.718755197795622
2024-04-09,2024,16.25,75.0,32.62,41.03,23.28,31.21,1.71,24.29,0.02,4.841919156675556
2024-04-10,2024,16.25,75.0,33.49,40.57,27.0,31.37,2.32,23.22,0.05,4.116923882238047
2024-04-11,2024,16.25,75.0,33.61,40.15,27.6,31.69,1.49,21.35,0.14,3.648844411605109
2024-04-12,2024,16.25,75.0,32.83,38.8,27.85,36.07,1.81,19.81,0.99,3.1144937351473816
2024-04-13,2024,16.25,75.0,30.4,37.1,24.52,47.4,1.78,19.96,2.16,3.202107404490807
2024-04-14,2024,16.25,75.0,32.82,40.5,24.82,35.02,1.4,23.33,0.08,4.388316147364693
2024-04-15,2024,16.25,75.0,34.06,40.93,28.14,31.44,2.52,24.41,0.0,4.248382030242804
2024-04-16,2024,16.25,75.0,34.36,42.43,25.17,30.3,1.97,25.29,0.0,5.142742824081431
2024-04-17,2024,16.25,75.0,33.86,40.01,27.72,37.11,1.89,16.63,0.0,2.8262501057765097
2024-04-18,2024,16.25,75.0,33.43,39.09,28.09,37.16,2.26,17.61,0.0,2.8078121793578297
2024-04-19,2024,16.25,75.0,30.81,35.75,26.41,46.95,2.17,17.94,0.0,2.500975843677696
2024-04-20,2024,16.25,75.0,29.61,34.55,25.92,55.65,1.95,11.4,9.65,1.4899380236658388
2024-04-21,2024,16.25,75.0,30.3,37.4,24.21,56.81,2.2,19.15,0.72,3.139238063310358
2024-04-22,2024,16.25,75.0,31.17,38.38,24.15,49.54,1.89,19.37,0.39,3.357764041306986
2024-04-23,2024,16.25,75.0,32.34,40.38,24.77,42.48,2.27,24.17,0.07,4.493144964473382
2024-04-24,2024,16.25,75.0,32.36,40.69,24.32,41.68,1.95,23.89,1.02,4.549734104705038
2024-04-25,2024,16.25,75.0,32.49,41.03,24.17,45.01,2.58,25.36,0.05,4.914141629986603
2024-04-26,2024,16.25,75.0,32.83,41.36,24.87,43.02,2.23,24.98,0.68,4.8194634206066524
2024-04-27,2024,16.25,75.0,33.17,41.97,25.0,39.69,2.36,25.06,0.07,4.937699096805561
2024-04-28,2024,16.25,75.0,33.56,42.42,24.31,38.97,1.91,24.91,0.0,5.1091183954464
2024-04-29,2024,16.25,75.0,34.08,41.96,26.77,39.67,2.25,24.14,0.0,4.580407522119587
2024-04-30,2024,16.25,75.0,34.53,42.79,26.11,33.81,2.21,24.23,0.0,4.859484163359728
2024-05-01,2024,16.25,75.0,32.89,42.07,25.05,38.17,3.86,24.17,0.0,4.743148464160882
2024-05-02,2024,16.25,75.0,32.7,42.9,23.53,33.52,3.37,27.3,0.0,5.6938606564335394
2024-05-03,2024,16.25,75.0,32.0,42.9,22.0,34.52,3.55,28.23,0.0,6.031167125472061
2024-05-04,2024,16.25,75.0,31.88,43.08,21.52,39.01,3.4,28.24,0.0,6.113059978599332
2024-05-05,2024,16.25,75.0,32.4,42.89,22.32,44.25,3.34,26.76,0.0,5.717352526138259
2024-05-06,2024,16.25,75.0,33.22,43.1,24.32,42.1,3.75,26.54,0.0,5.506519301747551
2024-05-07,2024,16.25,75.0,32.4,42.69,23.05,41.84,3.45,25.55,0.0,5.334004312144565
2024-05-08,2024,16.25,75.0,31.78,41.3,22.46,42.57,2.7,26.84,0.0,5.420227087624877
2024-05-09,2024,16.25,75.0,32.31,41.14,22.97,43.03,1.99,25.78,0.39,5.167408300879952
2024-05-10,2024,16.25,75.0,31.68,40.02,25.04,45.54,2.03,15.28,1.65,2.7459773520091804
2024-05-11,2024,16.25,75.0,33.34,41.15,26.18,40.38,2.16,19.87,4.39,3.68941483810371
2024-05-12,2024,16.25,75.0,31.04,37.76,25.17,56.57,1.65,19.52,8.46,3.174361131367486
2024-05-13,2024,16.25,75.0,30.67,37.05,24.99,56.97,2.41,24.03,1.78,3.7956699668856966
2024-05-14,2024,16.25,75.0,30.7,36.78,24.78,55.44,1.58,22.82,2.74,3.5977915779195135
2024-05-15,2024,16.25,75.0,28.35,32.08,24.77,66.75,1.62,22.96,5.09,2.688377652881836
2024-05-16,2024,16.25,75.0,29.27,33.87,24.48,62.92,1.69,19.05,3.2,2.5784574769198043
2024-05-17,2024,16.25,75.0,29.29,34.37,24.0,65.14,1.47,21.26,9.72,3.0253061339405956
2024-05-18,2024,16.25,75.0,29.9,35.61,24.56,60.91,1.55,21.29,1.23,3.167839564518031
2024-05-19,2024,16.25,75.0,30.15,37.48,23.74,60.56,2.18,20.76,0.57,3.4625601472143877
2024-05-20,2024,16.25,75.0,30.01,36.68,23.88,63.22,2.18,22.92,1.26,3.678970800627538
2024-05-21,2024,16.25,75.0,30.89,38.12,24.78,62.38,2.3,18.34,3.42,3.0605890475610678
2024-05-22,2024,16.25,75.0,31.55,38.43,25.19,61.75,1.73,22.46,3.34,3.7846776942127893
2024-05-23,2024,16.25,75.0,30.42,37.11,25.46,63.44,1.58,19.27,3.98,2.976184718878227
2024-05-24,2024,16.25,75.0,30.45,38.86,24.96,61.75,3.35,16.98,1.08,2.866357810063859
2024-05-25,2024,16.25,75.0,28.48,34.26,24.69,64.62,4.98,13.61,2.04,1.828502015902201
2024-05-26,2024,16.25,75.0,29.06,36.36,24.15,67.44,5.01,21.46,1.66,3.2974470693147997
2024-05-27,2024,16.25,75.0,29.53,37.12,23.85,64.56,5.12,19.34,0.09,3.1290783286228816
2024-05-28,2024,16.25,75.0,29.02,35.42,24.72,65.39,5.26,21.4,0.0,3.0755661379030066
2024-05-29,2024,16.25,75.0,29.88,37.57,24.34,63.54,5.13,24.85,0.07,4.044180781273906
2024-05-30,2024,16.25,75.0,30.75,39.52,24.42,59.91,4.64,26.02,0.07,4.606520404722464
2024-05-31,2024,16.25,75.0,31.33,39.88,24.95,56.25,4.33,25.84,0.0,4.60317172000707
2024-06-01,2024,16.25,75.0,30.06,36.98,25.59,60.62,4.0,22.21,0.0,3.3664418256586632
2024-06-02,2024,16.25,75.0,31.09,38.93,25.17,54.94,3.62,22.75,0.11,3.8716728615738467
2024-06-03,2024,16.25,75.0,27.76,31.23,24.89,70.62,2.69,12.77,10.4,1.3746978097303841
2024-06-04,2024,16.25,75.0,27.16,31.94,24.35,78.47,2.99,16.02,12.8,1.8620772810267363
2024-06-05,2024,16.25,75.0,27.24,32.44,23.54,73.89,2.41,15.41,3.24,1.9430502087639017
2024-06-06,2024,16.25,75.0,26.35,30.3,23.61,80.68,1.8,18.94,18.26,2.0296060115826764
2024-06-07,2024,16.25,75.0,26.03,29.38,23.76,82.15,2.17,14.02,18.53,1.367022432138884
2024-06-08,2024,16.25,75.0,24.85,27.48,22.95,85.79,3.79,15.92,10.87,1.356123366298773
2024-06-09,2024,16.25,75.0,25.21,29.05,23.09,84.3,3.74,10.44,17.81,1.0286818333275791
2024-06-10,2024,16.25,75.0,24.96,27.83,22.89,84.65,4.07,12.81,4.95,1.1424528879892706
2024-06-11,2024,16.25,75.0,24.63,28.99,21.62,78.21,5.17,9.79,9.25,1.0582236581713533
2024-06-12,2024,16.25,75.0,24.8,29.7,21.06,79.16,4.37,12.03,6.54,1.4135790393250462
2024-06-13,2024,16.25,75.0,25.12,30.17,21.78,78.42,4.12,18.64,2.57,2.1745760513772825
2024-06-14,2024,16.25,75.0,25.1,29.43,22.09,78.11,4.15,18.56,2.04,2.0242833040368566
2024-06-15,2024,16.25,75.0,26.15,31.37,22.41,79.43,3.6,20.85,0.84,2.573990517582864
2024-06-16,2024,16.25,75.0,26.35,31.47,22.7,77.24,3.67,20.86,7.61,2.559368425307648
2024-06-17,2024,16.25,75.0,26.24,31.44,22.57,77.73,3.61,19.22,3.37,2.3656500646125775
2024-06-18,2024,16.25,75.0,26.13,32.32,22.33,72.99,4.24,22.81,0.52,2.972057666672796
2024-06-19,2024,16.25,75.0,25.45,30.2,21.4,77.25,4.24,17.3,1.05,2.082867052018365
2024-06-20,2024,16.25,75.0,25.85,29.76,22.83,80.97,4.44,17.56,4.22,1.8934915703627142
2024-06-21,2024,16.25,75.0,26.33,30.3,23.36,80.49,4.87,16.52,1.95,1.8022361834747525
2024-06-22,2024,16.25,75.0,25.19,29.72,21.37,75.44,4.79,18.87,1.76,2.1997361001569047
2024-06-23,2024,16.25,75.0,24.96,29.78,22.15,79.83,3.86,16.64,2.32,1.8443412793382619
2024-06-24,2024,16.25,75.0,25.84,31.17,21.68,77.94,4.5,16.16,0.79,2.0386712747619287
2024-06-25,2024,16.25,75.0,25.57,30.84,22.14,77.51,5.83,15.22,9.3,1.8270553316976639
2024-06-26,2024,16.25,75.0,24.74,29.07,22.1,81.67,7.24,14.82,7.41,1.5618886802015393
2024-06-27,2024,16.25,75.0,23.8,28.18,21.27,79.24,7.79,15.14,5.13,1.5536250985895697
2024-06-28,2024,16.25,75.0,24.04,27.83,21.17,79.95,6.05,15.81,1.54,1.601948903395693
2024-06-29,2024,16.25,75.0,25.73,30.41,22.0,78.92,4.99,17.11,2.02,2.0268643016879992
2024-06-30,2024,16.25,75.0,26.17,31.01,22.69,79.73,5.32,14.47,2.44,1.722164604586003
2024-07-01,2024,16.25,75.0,26.54,30.83,23.82,77.7,7.47,18.06,1.99,1.9895755849090702
2024-07-02,2024,16.25,75.0,25.53,28.77,23.08,82.28,6.69,16.53,11.47,1.603266340378455
2024-07-03,2024,16.25,75.0,26.33,31.12,23.14,79.5,5.82,11.64,2.32,1.361684056686357
2024-07-04,2024,16.25,75.0,26.1,30.63,23.45,80.22,5.72,14.5,1.64,1.6005997462439434
2024-07-05,2024,16.25,75.0,25.92,30.36,22.42,77.21,6.11,15.23,1.96,1.760671388804048
2024-07-06,2024,16.25,75.0,25.2,27.86,23.13,82.06,6.53,15.75,5.12,1.3821894800010561
2024-07-07,2024,16.25,75.0,25.21,29.16,21.96,81.9,5.99,11.88,7.81,1.2865898785137764
2024-07-08,2024,16.25,75.0,24.42,27.19,22.52,88.98,4.31,13.78,15.49,1.179814925312688
2024-07-09,2024,16.25,75.0,23.88,28.97,20.45,85.34,4.38,14.84,4.85,1.694218453266982
2024-07-10,2024,16.25,75.0,24.5,30.63,19.21,80.33,3.99,17.82,3.22,2.3903919530366196
2024-07-11,2024,16.25,75.0,24.83,29.83,21.82,80.94,5.34,19.69,3.68,2.22928352217631
2024-07-12,2024,16.25,75.0,24.57,28.87,21.48,85.92,4.63,14.89,8.26,1.6093977137838027
2024-07-13,2024,16.25,75.0,25.13,28.59,23.06,83.61,5.83,16.56,6.42,1.5688151898786582
2024-07-14,2024,16.25,75.0,24.89,28.17,22.86,86.4,6.47,10.49,18.21,0.9683601357612509
2024-07-15,2024,16.25,75.0,25.22,29.61,22.25,84.04,5.3,14.24,7.31,1.5595787232124463
2024-07-16,2024,16.25,75.0,25.01,28.58,22.1,83.19,5.8,17.39,4.47,1.77836258181245
2024-07-17,2024,16.25,75.0,25.4,29.5,22.75,83.04,6.25,12.44,9.9,1.3102193610505597
2024-07-18,2024,16.25,75.0,25.17,28.51,23.14,83.31,7.74,13.58,5.24,1.2689375982316395
2024-07-19,2024,16.25,75.0,24.14,26.5,22.62,88.07,7.08,11.95,15.63,0.9264035131074874
2024-07-20,2024,16.25,75.0,24.33,26.76,22.62,86.9,7.04,9.55,10.38,0.768215384778303
2024-07-21,2024,16.25,75.0,24.46,27.34,22.72,88.29,6.41,10.53,16.5,0.8975669460122766
2024-07-22,2024,16.25,75.0,24.16,27.04,22.36,86.39,6.83,13.35,13.08,1.1371759620288195
2024-07-23,2024,16.25,75.0,24.44,27.63,22.59,87.06,6.99,8.56,19.84,0.7617297918667493
2024-07-24,2024,16.25,75.0,24.7,28.41,22.52,85.12,7.24,8.71,21.1,0.843048833016997
2024-07-25,2024,16.25,75.0,23.81,26.24,22.05,88.72,6.85,8.68,28.63,0.6937651044412907
2024-07-26,2024,16.25,75.0,24.42,28.22,21.66,85.74,6.85,12.56,18.91,1.2745233228996182
2024-07-27,2024,16.25,75.0,24.25,27.33,22.44,88.07,6.68,10.16,8.93,0.8865477598388691
2024-07-28,2024,16.25,75.0,24.2,27.67,21.93,87.82,6.51,11.18,8.58,1.0556866734947927
2024-07-29,2024,16.25,75.0,25.34,29.61,22.47,84.68,6.68,15.06,5.37,1.6290792711270856
2024-07-30,2024,16.25,75.0,25.28,29.67,22.7,85.73,5.15,17.51,8.63,1.8688146452737215
2024-07-31,2024,16.25,75.0,25.09,28.84,22.69,87.79,4.82,14.04,5.72,1.4013567541028238
2024-08-01,2024,16.25,75.0,24.57,27.78,22.74,88.5,5.38,11.23,6.88,1.002400991580313
2024-08-02,2024,16.25,75.0,24.04,26.85,22.23,88.93,5.66,12.69,7.8,1.0709329595751704
2024-08-03,2024,16.25,75.0,24.59,28.43,21.98,86.3,6.13,13.0,5.29,1.3133322996920522
2024-08-04,2024,16.25,75.0,24.41,27.67,22.04,86.08,5.75,13.2,4.1,1.2405991517780564
2024-08-05,2024,16.25,75.0,24.47,28.1,21.88,86.82,4.39,16.55,4.74,1.6372441125189852
2024-08-06,2024,16.25,75.0,24.17,28.02,21.96,87.62,3.84,13.92,2.58,1.3495920635895367
2024-08-07,2024,16.25,75.0,24.22,27.95,21.59,87.36,3.82,10.34,6.3,1.0282368018993087
2024-08-08,2024,16.25,75.0,24.58,28.77,21.61,86.0,3.69,14.35,3.3,1.5270644387295442
2024-08-09,2024,16.25,75.0,24.99,29.71,21.65,84.7,3.7,21.96,1.59,2.5033993911544923
2024-08-10,2024,16.25,75.0,25.08,29.75,21.68,84.0,3.43,21.0,0.52,2.400484123176787
2024-08-11,2024,16.25,75.0,25.08,29.41,22.03,84.78,3.5,20.06,0.2,2.1928144549218245
2024-08-12,2024,16.25,75.0,25.1,29.59,21.58,84.6,2.84,21.81,0.01,2.4849474838423222
2024-08-13,2024,16.25,75.0,25.94,30.51,22.17,82.03,2.13,22.57,0.49,2.675354657060369
2024-08-14,2024,16.25,75.0,26.18,30.58,22.69,83.45,2.12,17.73,2.0,2.0553721203483915
2024-08-15,2024,16.25,75.0,25.92,29.64,23.42,86.43,1.92,18.59,7.35,1.9021411215935897
2024-08-16,2024,16.25,75.0,25.05,28.48,22.98,88.31,2.06,13.86,3.68,1.3070235126940606
2024-08-17,2024,16.25,75.0,25.91,30.1,22.78,84.7,1.66,14.75,1.77,1.6368782062202842
2024-08-18,2024,16.25,75.0,26.25,29.89,23.32,85.62,2.26,19.72,12.47,2.089409222127693
2024-08-19,2024,16.25,75.0,26.41,30.45,23.07,83.95,1.51,17.67,3.4,1.9914675969880697
2024-08-20,2024,16.25,75.0,26.36,30.59,22.86,82.29,0.84,15.63,3.6,1.8008012722053162
2024-08-21,2024,16.25,75.0,27.11,31.97,22.57,79.05,1.77,18.48,8.01,2.3877945018508973
2024-08-22,2024,16.25,75.0,25.7,30.53,22.83,83.55,3.74,11.49,1.36,1.3014954295404064
2024-08-23,2024,16.25,75.0,25.24,28.97,22.88,87.54,4.38,15.55,8.68,1.5498843801768967
2024-08-24,2024,16.25,75.0,24.52,26.24,23.01,92.75,4.45,12.77,10.29,0.9114352406359326
2024-08-25,2024,16.25,75.0,23.88,26.58,22.01,89.74,5.02,14.79,16.24,1.236636279721865
2024-08-26,2024,16.25,75.0,24.53,28.26,22.26,86.7,5.88,16.72,11.57,1.626852450711706
2024-08-27,2024,16.25,75.0,24.78,28.74,22.33,85.26,5.59,15.99,10.14,1.6175999868463355
2024-08-28,2024,16.25,75.0,24.66,28.98,22.07,85.32,5.49,18.97,2.76,1.9868923768950786
2024-08-29,2024,16.25,75.0,24.47,28.46,22.1,86.66,4.6,20.24,0.86,2.0246936133240028
2024-08-30,2024,16.25,75.0,24.37,27.89,21.98,87.73,3.62,20.01,2.2,1.9250075146340069
2024-08-31,2024,16.25,75.0,23.89,26.76,22.24,89.33,3.82,7.94,1.88,0.6604038768136171
2024-09-01,2024,16.25,75.0,23.61,26.1,21.81,90.21,4.54,6.77,5.41,0.5448921413561337
2024-09-02,2024,16.25,75.0,23.4,26.48,21.1,88.55,4.66,10.24,3.01,0.9182825036051703
2024-09-03,2024,16.25,75.0,24.48,29.09,21.09,86.75,4.37,15.13,1.78,1.6978796349617593
2024-09-04,2024,16.25,75.0,24.56,29.09,21.97,86.4,4.86,15.07,6.54,1.5984431678466569
2024-09-05,2024,16.25,75.0,24.69,29.63,21.82,86.25,4.61,18.57,4.54,2.0692461263857425
2024-09-06,2024,16.25,75.0,24.63,29.4,21.85,85.52,4.41,16.55,1.07,1.8106416442491415
2024-09-07,2024,16.25,75.0,24.06,27.9,21.62,88.19,3.87,18.03,2.19,1.774854564092847
2024-09-08,2024,16.25,75.0,24.12,27.51,21.85,88.68,3.46,14.43,3.3,1.3504665134584524
2024-09-09,2024,16.25,75.0,24.32,27.65,22.15,88.17,3.77,17.52,1.2,1.6240216261866631
2024-09-10,2024,16.25,75.0,24.26,28.08,21.75,86.43,4.11,15.59,1.32,1.5481221971776256
2024-09-11,2024,16.25,75.0,24.29,28.94,21.42,84.89,3.96,16.92,1.19,1.832635959203813
2024-09-12,2024,16.25,75.0,24.19,28.97,21.18,84.41,3.87,22.33,0.52,2.4557905602181616
2024-09-13,2024,16.25,75.0,23.69,28.81,20.39,84.12,3.45,20.65,0.36,2.3329613056836305
2024-09-14,2024,16.25,75.0,24.14,29.43,20.55,83.44,3.48,21.36,0.37,2.5050947481712704
2024-09-15,2024,16.25,75.0,24.04,28.91,20.51,83.72,3.54,20.58,0.34,2.341880273665777
2024-09-16,2024,16.25,75.0,23.97,29.08,20.06,82.26,3.17,18.43,1.2,2.1696070248271577
2024-09-17,2024,16.25,75.0,23.96,29.76,20.11,80.13,3.05,16.44,0.63,2.0013081269984356
2024-09-18,2024,16.25,75.0,23.41,29.17,19.14,80.51,2.69,23.22,0.2,2.8438278011310847
2024-09-19,2024,16.25,75.0,23.9,29.86,19.18,79.38,2.08,20.63,0.02,2.6382072434419697
2024-09-20,2024,16.25,75.0,24.55,30.63,19.5,79.1,2.16,20.54,0.08,2.7232620575885433
2024-09-21,2024,16.25,75.0,24.46,29.38,20.74,83.41,2.22,12.71,2.74,1.4815622837777427
2024-09-22,2024,16.25,75.0,24.6,27.65,22.35,86.95,1.78,14.66,23.12,1.3428446115470618
2024-09-23,2024,16.25,75.0,25.22,29.35,22.23,87.54,1.91,16.26,15.71,1.751535496943144
2024-09-24,2024,16.25,75.0,24.28,26.0,22.89,93.31,3.85,11.89,56.05,0.827991311178846
2024-09-25,2024,16.25,75.0,22.78,24.44,21.33,91.86,3.83,13.68,22.17,0.9186843829377063
2024-09-26,2024,16.25,75.0,23.97,29.27,20.9,86.95,4.73,13.52,2.54,1.5331755858630474
2024-09-27,2024,16.25,75.0,23.74,28.63,20.91,86.42,4.0,15.08,1.02,1.633294437551778
2024-09-28,2024,16.25,75.0,24.28,28.71,20.99,86.83,2.69,17.81,0.77,1.9540528241803703
2024-09-29,2024,16.25,75.0,25.15,30.63,20.7,83.11,1.6,20.7,2.74,2.6290336024032825
2024-09-30,2024,16.25,75.0,25.97,30.13,21.61,82.23,1.11,18.65,10.85,2.2359556198549027
2024-10-01,2024,16.25,75.0,26.95,31.4,21.98,75.74,0.97,19.83,2.02,2.55581376232802
2024-10-02,2024,16.25,75.0,26.51,31.86,21.68,80.11,1.61,20.68,6.02,2.7435581690469064
2024-10-03,2024,16.25,75.0,25.24,29.03,22.61,86.69,2.11,17.43,11.04,1.7837137613507834
2024-10-04,2024,16.25,75.0,25.09,29.33,22.27,86.14,2.09,19.24,1.08,2.057555049817269
2024-10-05,2024,16.25,75.0,25.6,30.34,21.67,81.61,1.77,19.73,6.53,2.3659979424229656
2024-10-06,2024,16.25,75.0,25.03,29.58,21.56,83.14,2.07,16.6,3.8,1.8894323448230308
2024-10-07,2024,16.25,75.0,24.58,29.27,21.65,83.17,2.03,18.24,0.57,2.002402003552742
2024-10-08,2024,16.25,75.0,24.49,29.3,20.43,83.64,2.04,17.97,2.92,2.123907366809915
2024-10-09,2024,16.25,75.0,24.44,28.53,21.56,87.11,2.17,13.4,15.21,1.4022746920306726
2024-10-10,2024,16.25,75.0,24.63,28.53,22.25,87.34,2.66,13.23,9.63,1.3200813545793102
2024-10-11,2024,16.25,75.0,24.39,27.69,21.89,89.42,2.8,16.28,10.74,1.5522652021884196
2024-10-12,2024,16.25,75.0,25.02,29.13,21.83,87.13,2.64,15.81,4.72,1.7164373727852915
2024-10-13,2024,16.25,75.0,25.33,29.88,22.36,84.59,2.43,17.69,1.36,1.963379311588509
2024-10-14,2024,16.25,75.0,24.65,28.97,21.01,86.29,1.92,17.72,11.04,1.991525837087751
